player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,cluster_label
Kevin Porter Jr.,HOU,21.0,193.04,92.079176,Southern California,USA,2019,1,30,26,16.6,3.8,6.3,-12.6,0.022,0.098,0.247,0.528,0.293,2020-21,1
Kevon Looney,GSW,25.0,205.74,100.697424,UCLA,USA,2015,1,30,61,4.1,5.3,2.0,6.0,0.098,0.165,0.092,0.575,0.132,2020-21,2
Khem Birch,TOR,28.0,205.74,105.68693600000002,UNLV,Canada,Undrafted,Undrafted,Undrafted,67,7.2,5.8,1.3,-3.6,0.1009999999999999,0.138,0.133,0.552,0.085,2020-21,2
Khris Middleton,MIL,29.0,200.66,100.697424,Texas A&M,USA,2012,2,39,68,20.4,6.0,5.4,6.2,0.023,0.143,0.245,0.588,0.2269999999999999,2020-21,1
Killian Hayes,DET,19.0,195.58,88.45044,International,France,2020,1,7,26,6.8,2.7,5.3,-10.1,0.009,0.092,0.185,0.422,0.299,2020-21,3
Kira Lewis Jr.,NOP,20.0,185.42,77.11064,Alabama,USA,2020,1,13,54,6.4,1.3,2.3,0.8,0.012,0.064,0.176,0.477,0.191,2020-21,3
Kentavious Caldwell-Pope,LAL,28.0,195.58,92.532768,Georgia,USA,2013,1,8,67,9.7,2.7,1.9,3.3,0.015,0.081,0.139,0.588,0.091,2020-21,0
Obi Toppin,NYK,23.0,205.74,99.79024,Dayton,USA,2020,1,8,62,4.1,2.2,0.5,2.7,0.037,0.155,0.157,0.574,0.065,2020-21,0
Kyle Anderson,MEM,27.0,205.74,104.32616,UCLA,USA,2014,1,30,69,12.4,5.7,3.6,1.6,0.026,0.173,0.181,0.578,0.182,2020-21,3
Kyle Guy,SAC,23.0,185.42,75.749864,Virginia,USA,2019,2,55,31,2.8,1.1,1.0,-4.2,0.019,0.128,0.185,0.449,0.184,2020-21,0
Kyle Kuzma,LAL,25.0,208.28,100.243832,Utah,USA,2017,1,27,68,12.9,6.1,1.9,-0.6,0.054,0.157,0.198,0.546,0.1,2020-21,2
Kyle Lowry,TOR,35.0,182.88,88.904032,Villanova,USA,2006,1,24,46,17.2,5.4,7.3,-0.3,0.021,0.133,0.209,0.593,0.311,2020-21,1
Kyrie Irving,BKN,29.0,187.96,88.45044,Duke,Australia,2011,1,1,54,26.9,4.8,6.0,5.6,0.0289999999999999,0.1009999999999999,0.297,0.614,0.2689999999999999,2020-21,1
LaMarcus Aldridge,BKN,35.0,210.82,113.398,University of Texas at Austin,USA,2006,1,2,26,13.5,4.5,1.9,-2.8,0.027,0.148,0.2239999999999999,0.556,0.109,2020-21,3
LaMelo Ball,CHA,19.0,198.12,81.64656,International,USA,2020,1,3,51,15.7,5.9,6.1,-3.1,0.0409999999999999,0.161,0.247,0.539,0.322,2020-21,1
Lamar Stevens,CLE,23.0,198.12,104.32616,Penn State,USA,Undrafted,Undrafted,Undrafted,40,4.1,2.4,0.6,-10.4,0.044,0.145,0.152,0.521,0.079,2020-21,0
Landry Shamet,BKN,24.0,193.04,86.18248,Wichita State,USA,2018,1,26,61,9.3,1.8,1.6,1.1,0.008,0.067,0.1639999999999999,0.578,0.0969999999999999,2020-21,0
Langston Galloway,PHX,29.0,185.42,90.7184,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,40,4.8,1.1,0.7,3.2,0.017,0.08,0.163,0.605,0.08,2020-21,0
Larry Nance Jr.,CLE,28.0,200.66,111.13004,Wyoming,USA,2015,1,27,35,9.3,6.7,3.1,-5.6,0.049,0.1689999999999999,0.139,0.557,0.145,2020-21,2
Lauri Markkanen,CHI,24.0,213.36,108.86208,Arizona,Finland,2017,1,7,51,13.6,5.3,0.9,-2.8,0.027,0.173,0.1969999999999999,0.619,0.051,2020-21,2
LeBron James,LAL,36.0,205.74,113.398,International,USA,2003,1,1,45,25.0,7.7,7.8,9.2,0.02,0.2019999999999999,0.31,0.602,0.3939999999999999,2020-21,1
Lonnie Walker IV,SAS,22.0,193.04,92.532768,Miami,USA,2018,1,18,60,11.2,2.6,1.7,-6.3,0.009,0.093,0.1989999999999999,0.523,0.095,2020-21,3
Kristaps Porzingis,DAL,25.0,220.98,108.86208,International,Latvia,2015,1,4,43,20.1,8.9,1.6,0.7,0.062,0.2189999999999999,0.259,0.5820000000000001,0.081,2020-21,2
Lonzo Ball,NOP,23.0,198.12,86.18248,UCLA,USA,2017,1,2,55,14.6,4.8,5.7,0.5,0.018,0.129,0.2019999999999999,0.551,0.246,2020-21,3
Kent Bazemore,GSW,31.0,193.04,88.45044,Old Dominion,USA,Undrafted,Undrafted,Undrafted,67,7.2,3.4,1.6,5.9,0.019,0.14,0.159,0.564,0.108,2020-21,0
Kendrick Nunn,MIA,25.0,187.96,86.18248,Oakland,USA,Undrafted,Undrafted,Undrafted,56,14.6,3.2,2.6,-0.4,0.013,0.096,0.205,0.596,0.14,2020-21,3
Jordan Poole,GSW,22.0,193.04,87.996848,Michigan,USA,2019,1,28,51,12.0,1.8,1.9,0.7,0.015,0.074,0.246,0.581,0.161,2020-21,3
Josh Green,DAL,20.0,195.58,90.7184,Arizona,Australia,2020,1,18,39,2.6,2.0,0.7,1.9,0.059,0.11,0.1119999999999999,0.49,0.083,2020-21,0
Josh Hall,OKC,20.0,205.74,86.18248,International,USA,Undrafted,Undrafted,Undrafted,21,4.1,2.8,1.3,-13.2,0.016,0.151,0.174,0.363,0.118,2020-21,0
Josh Hart,NOP,26.0,195.58,97.52228,Villanova,USA,2017,1,30,47,9.2,8.0,2.3,-0.2,0.039,0.2339999999999999,0.133,0.5660000000000001,0.109,2020-21,2
Josh Jackson,DET,24.0,203.2,93.893544,Kansas,USA,2017,1,4,62,13.4,4.1,2.3,-3.4,0.035,0.123,0.254,0.516,0.15,2020-21,3
Josh Okogie,MIN,22.0,193.04,96.615096,Georgia Tech,Nigeria,2018,1,20,59,5.4,2.6,1.1,-6.6,0.048,0.079,0.119,0.524,0.072,2020-21,0
Josh Richardson,DAL,27.0,195.58,90.7184,Tennessee,USA,2015,2,40,59,12.1,3.3,2.6,-0.2,0.0279999999999999,0.079,0.181,0.537,0.123,2020-21,3
Jrue Holiday,MIL,31.0,190.5,92.98636,UCLA,USA,2009,1,17,59,17.7,4.5,6.1,9.2,0.037,0.093,0.217,0.5920000000000001,0.253,2020-21,1
Juan Toscano-Anderson,GSW,28.0,198.12,94.800728,Marquette,USA,Undrafted,Undrafted,Undrafted,53,5.7,4.4,2.8,3.8,0.026,0.172,0.108,0.6759999999999999,0.181,2020-21,2
Juancho Hernangomez,MIN,25.0,205.74,97.068688,International,Spain,2016,1,15,52,7.2,3.9,0.7,-4.9,0.047,0.177,0.1669999999999999,0.5489999999999999,0.055,2020-21,0
Julius Randle,NYK,26.0,203.2,113.398,Kentucky,USA,2014,1,7,71,24.1,10.2,6.0,3.0,0.031,0.2269999999999999,0.285,0.5670000000000001,0.2689999999999999,2020-21,1
Justin Holiday,IND,32.0,198.12,81.64656,Washington,USA,Undrafted,Undrafted,Undrafted,72,10.5,3.6,1.7,-0.6,0.0139999999999999,0.098,0.138,0.5710000000000001,0.07,2020-21,0
Justin Jackson,MIL,26.0,203.2,99.79024,North Carolina,USA,2017,1,15,34,7.2,2.3,1.5,-3.0,0.026,0.1,0.195,0.516,0.136,2020-21,0
Justin James,SAC,24.0,200.66,86.18248,Wyoming,USA,2019,2,40,36,3.9,0.8,0.6,-8.5,0.027,0.067,0.192,0.5479999999999999,0.109,2020-21,0
Kenrich Williams,OKC,26.0,198.12,95.25432,TCU,USA,Undrafted,Undrafted,Undrafted,66,8.0,4.1,2.3,-6.3,0.0559999999999999,0.129,0.148,0.599,0.153,2020-21,0
Justise Winslow,MEM,25.0,198.12,100.697424,Duke,USA,2015,1,10,26,6.8,4.5,1.9,-6.1,0.032,0.187,0.212,0.395,0.14,2020-21,3
Jusuf Nurkic,POR,26.0,210.82,131.54168,International,Bosnia and Herzegovina,2014,1,16,37,11.5,9.0,3.4,6.9,0.094,0.283,0.217,0.5539999999999999,0.206,2020-21,2
Juwan Morgan,UTA,24.0,200.66,105.233344,Indiana,USA,Undrafted,Undrafted,Undrafted,29,1.2,1.0,0.3,-34.1,0.051,0.133,0.102,0.529,0.1009999999999999,2020-21,0
KZ Okpala,MIA,22.0,203.2,97.52228,Stanford,USA,2019,2,32,37,2.5,1.8,0.5,-6.8,0.047,0.104,0.115,0.4479999999999999,0.06,2020-21,0
Karl-Anthony Towns,MIN,25.0,210.82,112.490816,Kentucky,USA,2015,1,1,50,24.8,10.6,4.5,-0.1,0.075,0.237,0.286,0.612,0.216,2020-21,1
Kawhi Leonard,LAC,30.0,200.66,102.0582,San Diego State,USA,2011,1,15,52,24.8,6.5,5.2,12.2,0.034,0.161,0.282,0.622,0.238,2020-21,1
Keita Bates-Diop,SAS,25.0,203.2,103.872568,Ohio State,USA,2018,2,48,30,2.6,1.6,0.4,-7.7,0.037,0.154,0.144,0.518,0.075,2020-21,0
Kelan Martin,IND,25.0,195.58,104.32616,Butler,USA,Undrafted,Undrafted,Undrafted,35,4.5,2.2,0.5,15.6,0.052,0.159,0.1989999999999999,0.551,0.071,2020-21,0
Keldon Johnson,SAS,21.0,195.58,99.79024,Kentucky,USA,2019,1,29,69,12.8,6.0,1.8,-3.8,0.045,0.163,0.1889999999999999,0.557,0.087,2020-21,2
Kelly Olynyk,HOU,30.0,210.82,108.86208,Gonzaga,Canada,2013,1,13,70,13.5,7.0,2.9,-2.5,0.043,0.196,0.19,0.61,0.151,2020-21,2
Kelly Oubre Jr.,GSW,25.0,200.66,92.079176,Kansas,USA,2015,1,15,55,15.4,6.0,1.3,-4.6,0.046,0.135,0.215,0.529,0.067,2020-21,3
Kemba Walker,OKC,31.0,182.88,83.46092800000001,Connecticut,USA,2011,1,9,43,19.3,4.0,4.9,3.1,0.012,0.113,0.256,0.5589999999999999,0.233,2020-21,1
Lou Williams,ATL,34.0,185.42,79.3786,International,USA,2005,2,45,66,11.3,2.1,3.4,1.8,0.015,0.08,0.244,0.519,0.233,2020-21,3
Luguentz Dort,OKC,22.0,190.5,97.52228,Arizona State,Canada,Undrafted,Undrafted,Undrafted,52,14.0,3.6,1.7,-7.2,0.023,0.092,0.218,0.513,0.09,2020-21,3
Mike Scott,PHI,32.0,200.66,107.501304,Virginia,USA,2012,2,43,51,4.2,2.4,0.8,-0.2,0.012,0.129,0.1159999999999999,0.492,0.064,2020-21,0
Miles Bridges,CHA,23.0,198.12,102.0582,Michigan State,USA,2018,1,12,66,12.7,6.0,2.2,0.3,0.0409999999999999,0.158,0.17,0.625,0.113,2020-21,2
Mitchell Robinson,NYK,23.0,213.36,108.86208,Western Kentucky,USA,2018,2,36,31,8.3,8.1,0.5,-0.4,0.124,0.155,0.114,0.642,0.03,2020-21,2
Miye Oni,UTA,23.0,195.58,93.439952,Yale,USA,2019,2,58,54,1.9,1.6,0.5,8.8,0.043,0.106,0.095,0.517,0.071,2020-21,0
Mo Bamba,ORL,23.0,213.36,104.779752,Texas-Austin,USA,2018,1,6,46,8.0,5.8,0.8,-12.9,0.091,0.24,0.21,0.556,0.0819999999999999,2020-21,2
Monte Morris,DEN,26.0,187.96,83.007336,Iowa State,USA,2017,2,51,47,10.2,2.0,3.2,6.2,0.009,0.071,0.161,0.574,0.172,2020-21,3
Montrezl Harrell,LAL,27.0,200.66,108.86208,Louisville,USA,2015,2,32,69,13.5,6.2,1.1,1.4,0.1,0.1669999999999999,0.211,0.65,0.078,2020-21,2
Moritz Wagner,ORL,24.0,210.82,111.13004,Michigan,Germany,2018,1,25,45,6.9,3.2,1.1,-7.9,0.035,0.149,0.178,0.58,0.107,2020-21,0
Moses Brown,BOS,21.0,218.44,111.13004,UCLA,USA,Undrafted,Undrafted,Undrafted,43,8.6,8.9,0.2,-18.3,0.143,0.238,0.157,0.5720000000000001,0.017,2020-21,2
Mychal Mulder,GSW,27.0,190.5,83.46092800000001,Kentucky,Canada,Undrafted,Undrafted,Undrafted,60,5.6,1.0,0.4,2.9,0.01,0.062,0.157,0.613,0.047,2020-21,0
Myles Turner,IND,25.0,210.82,113.398,Texas-Austin,USA,2015,1,11,47,12.6,6.5,1.0,1.3,0.043,0.159,0.1669999999999999,0.599,0.047,2020-21,2
Naji Marshall,NOP,23.0,200.66,99.79024,Xavier,USA,Undrafted,Undrafted,Undrafted,32,7.7,4.6,2.8,-1.5,0.02,0.182,0.16,0.508,0.165,2020-21,3
Nassir Little,POR,21.0,195.58,99.79024,North Carolina,USA,2019,1,25,48,4.6,2.7,0.5,-2.2,0.046,0.144,0.135,0.589,0.049,2020-21,0
Mike Muscala,OKC,29.0,208.28,108.86208,Bucknell,USA,2013,2,44,35,9.7,3.8,0.8,0.6,0.0279999999999999,0.157,0.1939999999999999,0.599,0.069,2020-21,0
Nate Hinton,DAL,22.0,195.58,95.25432,Houston,USA,Undrafted,Undrafted,Undrafted,21,2.0,0.4,0.4,-28.2,0.009,0.091,0.217,0.442,0.151,2020-21,0
Naz Reid,MIN,21.0,205.74,119.748288,Louisiana State,USA,Undrafted,Undrafted,Undrafted,70,11.2,4.6,1.0,-9.7,0.054,0.173,0.218,0.599,0.088,2020-21,2
Nemanja Bjelica,MIA,33.0,208.28,106.140528,International,Serbia,2010,2,35,37,6.5,3.4,1.9,-6.7,0.049,0.172,0.179,0.5539999999999999,0.16,2020-21,0
Nerlens Noel,NYK,27.0,210.82,99.79024,Kentucky,USA,2013,1,6,64,5.1,6.4,0.7,0.7,0.094,0.1639999999999999,0.092,0.638,0.0409999999999999,2020-21,2
Nickeil Alexander-Walker,NOP,22.0,198.12,92.98636,Virginia Tech,Canada,2019,1,17,46,11.0,3.1,2.2,-3.3,0.012,0.127,0.228,0.522,0.155,2020-21,3
Nico Mannion,GSW,20.0,187.96,86.18248,Arizona,Italy,2020,2,48,30,4.1,1.5,2.3,-9.4,0.016,0.107,0.186,0.487,0.27,2020-21,3
Nicolas Batum,LAC,32.0,203.2,104.32616,International,France,2008,1,25,67,8.1,4.7,2.2,8.9,0.0289999999999999,0.143,0.1159999999999999,0.617,0.105,2020-21,0
Nicolas Claxton,BKN,22.0,210.82,97.52228,Georgia,USA,2019,2,31,32,6.6,5.2,0.9,12.3,0.074,0.187,0.136,0.612,0.068,2020-21,2
Nicolo Melli,DAL,30.0,205.74,107.047712,International,Italy,Undrafted,Undrafted,Undrafted,45,3.0,2.7,1.0,1.1,0.046,0.166,0.123,0.441,0.108,2020-21,0
Nikola Jokic,DEN,26.0,210.82,128.820128,International,Serbia,2014,2,41,72,26.4,10.8,8.3,7.7,0.087,0.237,0.293,0.647,0.377,2020-21,1
Nikola Vucevic,CHI,30.0,210.82,117.93392,Southern California,Montenegro,2011,1,16,70,23.4,11.7,3.8,-7.0,0.059,0.289,0.292,0.56,0.207,2020-21,1
Norman Powell,POR,28.0,190.5,97.52228,UCLA,USA,2015,2,46,69,18.6,3.1,1.9,1.8,0.018,0.079,0.221,0.618,0.089,2020-21,3
Nathan Knight,ATL,23.0,208.28,114.758776,William & Mary,USA,Undrafted,Undrafted,Undrafted,33,3.8,2.2,0.2,-4.3,0.093,0.155,0.207,0.499,0.045,2020-21,0
Mikal Bridges,PHX,24.0,198.12,94.800728,Villanova,USA,2018,1,10,72,13.5,4.3,2.1,7.4,0.035,0.099,0.147,0.667,0.085,2020-21,0
Mike Conley,UTA,33.0,185.42,79.3786,Ohio State,USA,2007,1,4,51,16.2,3.5,6.0,16.7,0.024,0.0819999999999999,0.2239999999999999,0.589,0.303,2020-21,1
Luka Doncic,DAL,22.0,200.66,104.32616,International,Slovenia,2018,1,3,66,27.7,8.0,8.6,3.9,0.024,0.2019999999999999,0.35,0.5870000000000001,0.425,2020-21,1
Luka Samanic,SAS,21.0,208.28,102.965384,International,Croatia,2019,1,19,33,3.7,2.1,0.5,-2.0,0.049,0.158,0.187,0.518,0.073,2020-21,0
Luke Kennard,LAC,25.0,195.58,93.439952,Duke,USA,2017,1,12,63,8.3,2.6,1.7,-0.4,0.013,0.118,0.166,0.608,0.12,2020-21,0
Luke Kornet,BOS,25.0,218.44,113.398,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,31,3.4,2.2,0.8,5.8,0.0409999999999999,0.144,0.135,0.511,0.095,2020-21,0
Malachi Flynn,TOR,23.0,185.42,79.3786,San Diego State,USA,2020,1,29,47,7.5,2.5,2.9,-5.6,0.01,0.114,0.183,0.484,0.225,2020-21,3
Malcolm Brogdon,IND,28.0,195.58,103.872568,Virginia,USA,2016,2,36,56,21.2,5.3,5.9,-0.5,0.0289999999999999,0.118,0.257,0.561,0.271,2020-21,1
Malik Monk,CHA,23.0,190.5,90.7184,Kentucky,USA,2017,1,11,42,11.7,2.4,2.1,0.8,0.015,0.096,0.2269999999999999,0.569,0.155,2020-21,3
Marc Gasol,LAL,36.0,210.82,115.66596,International,Spain,2007,2,48,52,5.0,4.1,2.1,4.3,0.039,0.174,0.1169999999999999,0.606,0.145,2020-21,0
Marcus Morris Sr.,LAC,31.0,203.2,98.883056,Kansas,USA,2011,1,14,57,13.4,4.1,1.0,4.2,0.025,0.133,0.1939999999999999,0.614,0.0559999999999999,2020-21,0
Markieff Morris,LAL,31.0,205.74,111.13004,Kansas,USA,2011,1,13,61,6.7,4.4,1.2,0.8,0.04,0.176,0.16,0.509,0.088,2020-21,0
Markus Howard,DEN,22.0,177.8,79.3786,Marquette,USA,Undrafted,Undrafted,Undrafted,37,2.8,0.6,0.5,-17.0,0.004,0.095,0.25,0.477,0.145,2020-21,0
Malik Beasley,MIN,24.0,193.04,84.821704,Florida State,USA,2016,1,19,37,19.6,4.4,2.4,-7.2,0.021,0.1119999999999999,0.235,0.57,0.114,2020-21,3
Michael Porter Jr.,DEN,23.0,208.28,98.883056,Missouri,USA,2018,1,14,61,19.0,7.3,1.1,8.3,0.051,0.1889999999999999,0.214,0.6629999999999999,0.052,2020-21,2
Michael Carter-Williams,ORL,29.0,195.58,86.18248,Syracuse,USA,2013,1,11,31,8.8,4.5,4.2,-2.5,0.044,0.123,0.198,0.449,0.238,2020-21,3
Mfiondu Kabengele,CLE,23.0,205.74,113.398,Florida State,Canada,2019,1,27,39,2.4,1.5,0.4,-14.2,0.039,0.151,0.168,0.486,0.099,2020-21,0
Max Strus,MIA,25.0,195.58,97.52228,DePaul,USA,Undrafted,Undrafted,Undrafted,39,6.1,1.1,0.6,-4.2,0.011,0.073,0.179,0.597,0.074,2020-21,0
Maurice Harkless,SAC,28.0,200.66,99.79024,St. John's,USA,2012,1,15,37,5.2,2.4,1.2,-2.9,0.017,0.0969999999999999,0.114,0.527,0.071,2020-21,0
Maxi Kleber,DAL,29.0,208.28,108.86208,International,Germany,Undrafted,Undrafted,Undrafted,50,7.1,5.2,1.4,4.6,0.035,0.151,0.103,0.606,0.066,2020-21,0
Matt Thomas,UTA,26.0,193.04,86.18248,Iowa State,USA,Undrafted,Undrafted,Undrafted,45,3.1,1.0,0.4,-9.3,0.02,0.1119999999999999,0.187,0.522,0.096,2020-21,0
Matisse Thybulle,PHI,24.0,195.58,91.171992,Washington,USA,2019,1,20,65,3.9,1.9,1.0,4.6,0.023,0.07,0.09,0.508,0.064,2020-21,0
Mason Plumlee,DET,31.0,210.82,115.212368,Duke,USA,2013,1,22,56,10.4,9.3,3.6,-4.9,0.095,0.264,0.163,0.638,0.205,2020-21,2
Mason Jones,PHI,22.0,193.04,90.7184,Arkansas,USA,Undrafted,Undrafted,Undrafted,32,5.3,1.7,1.3,-9.9,0.018,0.145,0.217,0.556,0.211,2020-21,3
Marvin Bagley III,SAC,22.0,210.82,106.59412,Duke,USA,2018,1,2,43,14.1,7.4,1.0,-3.7,0.092,0.188,0.2289999999999999,0.5539999999999999,0.057,2020-21,2
Usman Garuba,HOU,20.0,203.2,103.872568,International,Spain,2021,1,23,24,2.0,3.5,0.7,7.0,0.083,0.263,0.091,0.51,0.084,2021-22,2
Vit Krejci,OKC,22.0,203.2,88.45044,International,Czech Republic,2020,2,37,30,6.2,3.4,1.9,-12.8,0.024,0.121,0.125,0.529,0.1169999999999999,2021-22,0
Wayne Ellington,LAL,34.0,193.04,93.893544,North Carolina,USA,2009,1,28,43,6.7,1.8,0.7,-3.8,0.012,0.078,0.135,0.593,0.055,2021-22,0
Tyus Jones,MEM,26.0,182.88,88.904032,Duke,USA,2015,1,24,73,8.7,2.4,4.4,7.6,0.01,0.0969999999999999,0.1639999999999999,0.544,0.285,2021-22,3
Tyrese Maxey,PHI,21.0,187.96,90.7184,Kentucky,USA,2020,1,21,75,17.5,3.2,4.3,3.6,0.01,0.08,0.1989999999999999,0.594,0.191,2021-22,3
Tyrese Haliburton,IND,22.0,195.58,83.91452,Iowa State,USA,2020,1,12,77,15.3,4.0,8.2,-6.0,0.022,0.093,0.184,0.595,0.335,2021-22,1
Tyler Herro,MIA,22.0,195.58,88.45044,Kentucky,USA,2019,1,13,66,20.7,5.0,4.0,5.3,0.015,0.133,0.278,0.561,0.205,2021-22,1
Wendell Carter Jr.,ORL,23.0,208.28,122.46984,Duke,USA,2018,1,7,62,15.0,10.5,2.8,-3.7,0.074,0.26,0.206,0.601,0.15,2021-22,2
Ziaire Williams,MEM,20.0,205.74,83.91452,Stanford,USA,2021,1,10,62,8.1,2.1,1.0,4.2,0.017,0.071,0.144,0.5589999999999999,0.062,2021-22,0
Zeke Nnaji,DEN,21.0,205.74,108.86208,Arizona,USA,2020,1,22,41,6.6,3.6,0.4,-3.2,0.077,0.141,0.146,0.629,0.037,2021-22,2
Zach LaVine,CHI,27.0,195.58,90.7184,UCLA,USA,2014,1,13,67,24.4,4.6,4.5,-0.9,0.01,0.121,0.284,0.605,0.207,2021-22,1
Zach Collins,SAS,24.0,210.82,113.398,Gonzaga,USA,2017,1,10,28,7.8,5.5,2.2,3.1,0.085,0.1969999999999999,0.184,0.594,0.17,2021-22,2
Yuta Watanabe,TOR,27.0,205.74,97.52228,George Washington,Japan,Undrafted,Undrafted,Undrafted,38,4.3,2.4,0.6,-3.9,0.035,0.158,0.161,0.524,0.067,2021-22,0
Xavier Tillman Sr.,MEM,23.0,203.2,111.13004,Michigan State,USA,2020,2,35,53,4.8,3.0,1.2,-1.4,0.084,0.138,0.1639999999999999,0.51,0.127,2021-22,0
Willy Hernangomez,NOP,28.0,210.82,113.398,International,Spain,2015,2,35,50,9.1,6.8,1.3,-1.6,0.153,0.24,0.211,0.5820000000000001,0.113,2021-22,2
Willie Cauley-Stein,PHI,28.0,213.36,108.86208,Kentucky,USA,2015,1,6,20,1.7,2.0,0.5,7.2,0.064,0.144,0.099,0.474,0.074,2021-22,0
Will Barton,DEN,31.0,195.58,82.10015200000001,Memphis,USA,2012,2,40,71,14.7,4.8,3.9,2.0,0.02,0.128,0.205,0.5479999999999999,0.171,2021-22,3
Wesley Matthews,MIL,35.0,193.04,99.79024,Marquette,USA,Undrafted,Undrafted,Undrafted,49,5.1,1.9,0.7,6.7,0.0289999999999999,0.0559999999999999,0.104,0.536,0.047,2021-22,0
Wenyen Gabriel,LAL,25.0,205.74,92.98636,Kentucky,South Sudan,Undrafted,Undrafted,Undrafted,26,5.4,3.7,0.5,6.7,0.105,0.151,0.165,0.5489999999999999,0.053,2021-22,2
Tyler Cook,CHI,24.0,203.2,115.66596,Iowa,USA,Undrafted,Undrafted,Undrafted,20,3.4,2.7,0.2,-7.5,0.08,0.2,0.127,0.643,0.021,2021-22,2
Darius Bazley,OKC,22.0,203.2,94.347136,International,USA,2019,1,23,69,10.8,6.3,1.4,-11.3,0.034,0.176,0.18,0.515,0.078,2021-22,0
Troy Brown Jr.,CHI,22.0,198.12,97.52228,Oregon,USA,2018,1,15,66,4.3,3.1,1.0,-2.3,0.038,0.154,0.118,0.525,0.0819999999999999,2021-22,0
Evan Fournier,NYK,29.0,198.12,92.98636,International,France,2012,1,20,80,14.1,2.6,2.1,-2.7,0.013,0.073,0.201,0.5539999999999999,0.114,2021-22,3
Evan Mobley,CLE,21.0,210.82,97.52228,Southern California,USA,2021,1,3,69,15.0,8.3,2.5,1.7,0.063,0.174,0.201,0.5489999999999999,0.1169999999999999,2021-22,2
Facundo Campazzo,DEN,31.0,177.8,88.45044,International,Argentina,Undrafted,Undrafted,Undrafted,65,5.1,1.8,3.4,-8.6,0.019,0.08,0.143,0.503,0.276,2021-22,3
Frank Jackson,DET,24.0,190.5,92.98636,Duke,USA,2017,2,31,53,10.6,1.6,1.0,-6.8,0.015,0.0579999999999999,0.203,0.53,0.077,2021-22,0
Frank Ntilikina,DAL,23.0,193.04,90.7184,International,France,2017,1,8,58,4.1,1.4,1.2,4.3,0.016,0.094,0.165,0.513,0.149,2021-22,0
Franz Wagner,ORL,20.0,208.28,99.79024,Michigan,Germany,2021,1,8,79,15.2,4.5,2.9,-4.9,0.033,0.106,0.208,0.5589999999999999,0.151,2021-22,3
Fred VanVleet,TOR,28.0,185.42,89.357624,Wichita State,USA,Undrafted,Undrafted,Undrafted,65,20.3,4.4,6.7,3.7,0.016,0.1,0.233,0.552,0.266,2021-22,1
Furkan Korkmaz,PHI,24.0,200.66,91.625584,International,Turkey,2016,1,26,67,7.6,2.6,1.9,0.8,0.015,0.104,0.17,0.502,0.129,2021-22,0
Gabe Vincent,MIA,26.0,190.5,90.7184,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,68,8.7,1.9,3.1,3.1,0.0139999999999999,0.064,0.174,0.551,0.198,2021-22,3
Garrett Temple,NOP,36.0,195.58,88.45044,Louisiana State,USA,Undrafted,Undrafted,Undrafted,59,5.2,2.4,1.3,-13.7,0.024,0.106,0.136,0.494,0.102,2021-22,0
Garrison Mathews,HOU,25.0,195.58,97.52228,Lipscomb,USA,Undrafted,Undrafted,Undrafted,65,10.0,2.9,1.0,-5.9,0.018,0.093,0.1369999999999999,0.602,0.052,2021-22,0
Gorgui Dieng,ATL,32.0,208.28,112.490816,Louisville,Senegal,2013,1,21,44,3.5,2.8,0.8,-9.2,0.083,0.238,0.1639999999999999,0.624,0.155,2021-22,2
Gordon Hayward,CHA,32.0,200.66,102.0582,Butler,USA,2010,1,9,49,15.9,4.6,3.6,-0.4,0.022,0.114,0.2019999999999999,0.57,0.16,2021-22,3
Ty Jerome,OKC,24.0,195.58,88.45044,Virginia,USA,2019,1,24,48,7.1,1.6,2.3,-1.5,0.021,0.072,0.205,0.488,0.2289999999999999,2021-22,3
Goran Dragic,BKN,36.0,190.5,86.18248,International,Slovenia,2008,2,45,21,7.5,3.1,4.1,0.4,0.027,0.104,0.166,0.474,0.2269999999999999,2021-22,3
Goga Bitadze,IND,22.0,213.36,113.398,International,Georgia,2019,1,18,50,7.0,3.5,1.1,-2.4,0.106,0.139,0.191,0.595,0.11,2021-22,2
Giannis Antetokounmpo,MIL,27.0,210.82,109.769264,International,Greece,2013,1,15,67,29.9,11.6,5.8,8.0,0.06,0.267,0.34,0.633,0.304,2021-22,1
George Hill,MIL,36.0,193.04,85.275296,Indiana-Purdue Indianapolis,USA,2008,1,26,54,6.2,2.9,2.2,11.7,0.0289999999999999,0.084,0.115,0.552,0.124,2021-22,0
Gary Trent Jr.,TOR,23.0,195.58,94.800728,Duke,USA,2018,2,37,70,18.3,2.7,2.0,3.3,0.01,0.07,0.212,0.546,0.085,2021-22,3
Gary Payton II,GSW,29.0,190.5,88.45044,Oregon State,USA,Undrafted,Undrafted,Undrafted,71,7.1,3.5,0.9,8.3,0.0579999999999999,0.132,0.14,0.679,0.076,2021-22,2
Gary Harris,ORL,27.0,193.04,95.25432,Michigan State,USA,2014,1,19,61,11.1,2.0,1.8,-5.9,0.02,0.048,0.16,0.5710000000000001,0.094,2021-22,0
